ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1767052_at	0.1652	0.07759408	2.19	-4.79159	3.45e-01	ECs1098	hypothetical protein
1766362_s_at	0.1652	0.07759639	-2.19	-4.79162	-3.10e-01	yfaO///yfaO///nudI///ECs3139	Nudix hydrolase yfaO///hypothetical protein///nucleoside triphosphatase///hypothetical protein
1769206_at	0.1654	0.0776801	-2.19	-4.79273	-2.90e-01	rnlA	CP4-57 prophage; RNase LS
1759467_s_at	0.1654	0.07769069	-2.18	-4.79287	-4.15e-01	ynhA///ynhA///sufE///ECs2386	cysteine desufuration protein SufE///cysteine desufuration protein SufE///sulfur acceptor protein///cysteine desufuration protein SufE
1763218_at	0.1655	0.07778714	2.18	-4.79414	4.35e-01	Z4177	hypothetical protein
1768434_at	0.1657	0.07786815	2.18	-4.79521	3.00e-01	Z1803	terminase encoded by prophage CP-933N
1759912_s_at	0.1657	0.07788447	2.18	-4.79543	3.40e-01	nrdD///nrdD///ECs5215	anaerobic ribonucleoside triphosphate reductase///anaerobic ribonucleoside-triphosphate reductase///anaerobic ribonucleoside triphosphate reductase
1765633_s_at	0.1657	0.07790335	-2.18	-4.79568	-3.90e-01		
1767402_s_at	0.1657	0.07791955	-2.18	-4.79589	-3.20e-01	hyfF///hyfF///ECs3348	hydrogenase 4 subunit F///hydrogenase 4, membrane subunit///hydrogenase 4 subunit F
1766283_s_at	0.1657	0.07794341	2.18	-4.79621	3.60e-01	yegN///ECs2883	multidrug efflux system subunit MdtB///multidrug efflux system subunit MdtB
1760296_s_at	0.1657	0.07795609	2.18	-4.79637	3.55e-01		
1759719_s_at	0.1657	0.07801023	2.18	-4.79709	3.10e-01	c0799	hypothetical protein
1763936_at	0.1657	0.07801709	2.18	-4.79718	3.70e-01	ECs0143	outer membrane usher protein
1759465_at	0.1657	0.07802924	2.18	-4.79734	5.10e-01	ECs4995	hypothetical protein
1765702_s_at	0.1657	0.07803745	-2.18	-4.79745	-2.95e-01	ybcQ///quuD	lambdoid prophage DLP12 antitermination protein Q///DLP12 prophage; putative antitermination protein
1767716_s_at	0.1659	0.07813614	-2.18	-4.79874	-5.50e-01	yiiS///yiiS///yiiS///ECs4847	hypothetical protein///hypothetical protein///UPF0381 family protein///hypothetical protein
AFFX-r2-Ec-BioB_s_at	0.1659	0.07814832	2.18	-4.7989	4.40e-01		
1763446_s_at	0.1659	0.07815647	2.18	-4.79901	3.95e-01	fxsA///fxsA///fxsA///fxsA	FxsA///FxsA protein///suppressor of F exclusion of phage T7///FxsA protein
1765650_s_at	0.1659	0.07816482	-2.18	-4.79912	-3.90e-01	ompG///ompG///ompG///ECs1898	outer membrane protein G///hypothetical protein///outer membrane porin G///outer membrane protein
1764285_s_at	0.1659	0.07818479	2.18	-4.79938	3.30e-01	tas///tas///tas///tas	aldo-keto reductase///aldo/keto reductase///putative NADP(H)-dependent aldo-keto reductase///aldo/keto reductase
1762069_s_at	0.166	0.07827061	-2.18	-4.80051	-4.20e-01	ycjW///ECs1899	LACI-type transcriptional regulator///LACI-type transcriptional regulator
1763288_at	0.1661	0.0783114	-2.18	-4.80105	-4.85e-01	ydiJ	hypothetical protein
1766622_s_at	0.1664	0.07849442	-2.18	-4.80344	-2.95e-01	Z0851///rhsO///ECs0729	hypothetical protein///pseudo///protein RhsC
1766564_s_at	0.1665	0.07857595	-2.18	-4.80451	-2.85e-01	argB///argB///argB///ECs4888	acetylglutamate kinase///acetylglutamate kinase///acetylglutamate kinase///acetylglutamate kinase
1765596_at	0.1665	0.07858544	2.18	-4.80463	4.05e-01	c2814	hypothetical protein
AFFX-Ec-AF292559-3_s_at	0.1668	0.07873998	2.17	-4.80665	3.85e-01		
1763156_s_at	0.1671	0.07888381	-2.17	-4.80852	-3.90e-01		
1766131_s_at	0.1674	0.07902777	-2.17	-4.8104	-5.65e-01	yagU///yagU///ECs0317	hypothetical protein///DUF1440 family inner membrane acid resistance protein///hypothetical protein
1765700_at	0.1676	0.07916416	2.17	-4.81217	5.30e-01	ybhG	hypothetical protein
1763376_at	0.1677	0.07921688	-2.17	-4.81285	-2.90e-01	rluF	23S rRNA pseudouridine(2604) synthase
1760437_s_at	0.1678	0.07930785	-2.17	-4.81403	-3.65e-01	c4168	hypothetical protein
1759321_s_at	0.1678	0.07930785	-2.17	-4.81403	-3.65e-01	yojI///yojI///yojI///ECs3100	multidrug transporter membrane component/ATP-binding component///multidrug transporter membrane protein/ATP-binding component///microcin J25 efflux ABC transporter permease/ATPase///multidrug transporter membrane protein/ATP-binding component
1764862_s_at	0.1682	0.07953475	-2.17	-4.81696	-4.40e-01	ykgI///ykgI///rclB///ECs0341	hypothetical protein///hypothetical protein///reactive chlorine species (RCS) stress resistance periplasmic protein///hypothetical protein
1763665_at	0.1682	0.07954195	2.17	-4.81705	7.50e-01	c4525	chormophorylate of CpcA
1762445_at	0.1682	0.07954756	-2.17	-4.81713	-3.50e-01	argI	ornithine carbamoyltransferase subunit F
1764055_s_at	0.1684	0.07963741	2.17	-4.81828	4.30e-01		
1759756_s_at	0.1684	0.07964538	-2.17	-4.81839	-3.30e-01	terF_2///terF///ECs1358	phage inhibition, colicin resistance and tellurite resistance protein///phage inhibition, colicin resistance and tellurite resistance protein///protein TerF
1762851_s_at	0.1684	0.07968238	2.17	-4.81886	3.25e-01	ynjA///ynjA///ynjA///ECs2459	hypothetical protein///hypothetical protein///carboxymuconolactone decarboxylase family protein///hypothetical protein
1768421_s_at	0.1684	0.07969042	2.17	-4.81897	3.40e-01	yrbF///yrbF///mlaF///ECs4074	ABC transporter ATP-binding protein YrbF///ABC transporter ATP-binding protein///ABC transporter maintaining OM lipid asymmetry, ATP-binding protein///ABC transporter ATP-binding protein
1767260_at	0.1685	0.07975988	2.16	-4.81986	3.70e-01	c2436	pesticin receptor
1764818_s_at	0.1685	0.0797764	-2.16	-4.82007	-3.40e-01	agaS///agaS///agaS///ECs4016	tagatose-6-phosphate ketose/aldose isomerase///tagatose-6-phosphate aldose/ketose isomerase///tagatose-6-phosphate ketose/aldose isomerase///tagatose-6-phosphate aldose/ketose isomerase
1761087_s_at	0.1685	0.07977736	2.16	-4.82009	5.05e-01	Z0415///ECs0374	periplasmic binding protein, substrate ribose///sugar-binding protein
1767810_at	0.1685	0.0797998	2.16	-4.82037	2.85e-01	ycjF	hypothetical protein
1766702_s_at	0.1687	0.07994045	-2.16	-4.82218	-3.95e-01		
1764300_at	0.169	0.08005879	2.16	-4.8237	3.25e-01	c3841	hypothetical protein
1767186_s_at	0.169	0.08007909	2.16	-4.82396	3.10e-01	nanA///nanA///nanA///ECs4098	N-acetylneuraminate lyase///N-acetylneuraminate lyase///N-acetylneuraminate lyase///N-acetylneuraminate lyase
1767664_s_at	0.169	0.08010173	-2.16	-4.82425	-3.30e-01	c3943	hypothetical protein
1763952_s_at	0.1692	0.08024289	-2.16	-4.82605	-4.10e-01	Z5029///ECs4480	adhesin///hypothetical protein
1766248_at	0.1692	0.08028426	2.16	-4.82658	3.30e-01	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
1767302_s_at	0.1692	0.08028426	-2.16	-4.82658	-3.30e-01		
1760445_at	0.1692	0.08029227	-2.16	-4.82668	-3.40e-01		
1760604_s_at	0.1693	0.08032199	2.16	-4.82706	2.95e-01	ybhF///ybhF///ybhF///ECs0872	ABC transporter ATP-binding protein///ABC transporter ATP-binding protein///putative ABC transporter ATPase///ABC transporter ATP-binding protein
1768024_at	0.1693	0.08034581	2.16	-4.82737	4.15e-01	mutS	methyl-directed mismatch repair protein
1762717_s_at	0.1693	0.08035618	2.16	-4.8275	4.40e-01	lomR	pseudo
1762500_s_at	0.1696	0.08051692	2.16	-4.82955	2.90e-01	folE///folE///folE///folE	GTP cyclohydrolase I///GTP cyclohydrolase I///GTP cyclohydrolase I///GTP cyclohydrolase I
1769191_s_at	0.1697	0.08061088	-2.16	-4.83075	-4.55e-01	ycbN///ycbN///ssuD///ECs1018	alkanesulfonate monooxygenase///alkanesulfonate monooxygenase///alkanesulfonate monooxygenase, FMNH(2)-dependent///alkanesulfonate monooxygenase
1759415_at	0.17	0.08076619	2.16	-4.83272	4.30e-01	Z6017	transposase
1759275_at	0.1703	0.08093466	2.15	-4.83486	3.45e-01	ECs1567	hypothetical protein
1763931_s_at	0.1704	0.08096305	2.15	-4.83521	3.05e-01	inaA///inaA///inaA///ECs3120	hypothetical protein///hypothetical protein///acid-inducible Kdo/WaaP family putative kinase///hypothetical protein
1760675_s_at	0.1704	0.08102333	2.15	-4.83598	2.85e-01	per///ECs2841	perosamine synthetase///perosamine synthetase
1765605_s_at	0.1704	0.0810258	2.15	-4.83601	3.20e-01	Z5225///ECs4670	major fimbrial subunit///type 1 fimbrial protein
AFFX-Ec-K01486-1_s_at	0.1705	0.08106595	2.15	-4.83652	3.40e-01		
1759624_s_at	0.1709	0.08129694	2.15	-4.83943	3.15e-01	ybdF///ybdF///ybdF///ECs0617	hypothetical protein///hypothetical protein///DUF419 family protein///hypothetical protein
1765450_s_at	0.171	0.08134167	-2.15	-4.84	-3.95e-01	c0192	hypothetical protein
1766405_at	0.171	0.08137593	2.15	-4.84043	3.25e-01	c2524	hypothetical protein
1768986_s_at	0.1712	0.08146383	-2.15	-4.84153	-2.95e-01	Z3136	hypothetical protein
1764819_s_at	0.1712	0.08147482	-2.15	-4.84167	-4.55e-01	c4909	hypothetical protein
1762737_s_at	0.1712	0.08149084	-2.15	-4.84187	-3.75e-01	c3774///Z4385///ECs3916	ferric enterobactin transport ATP-binding protein fepC///ABC transporter ATP-binding protein///iron-siderophore iron ABC transporter ATP-binding protein
1763129_s_at	0.1712	0.08152714	-2.15	-4.84233	-4.45e-01		
1766890_s_at	0.1717	0.08176275	2.15	-4.84529	4.55e-01	ECs5380///Z0701	hypothetical protein///hypothetical protein
1766458_s_at	0.1719	0.08190006	-2.14	-4.847	-3.50e-01		
1762368_s_at	0.1719	0.081903	2.14	-4.84704	4.60e-01	psuI///ECs0297	polarity suppression protein encoded in CP-933I///polarity suppression protein
1760936_s_at	0.1719	0.08193465	-2.14	-4.84744	-2.90e-01	c0697///Z0753///ECs0648	hypothetical protein///hypothetical protein///hypothetical protein
1767611_at	0.1719	0.08193465	-2.14	-4.84744	-2.90e-01	yphD	putative sugar ABC transporter permease
1761939_s_at	0.1722	0.08210906	2.14	-4.84962	3.30e-01	yjcW///alsA	D-allose transporter ATP-binding protein///D-allose ABC transporter ATPase
1766342_s_at	0.1722	0.08212931	2.14	-4.84987	5.00e-01	hipA///ECs2115	DNA-binding regulator///hypothetical protein
1767609_s_at	0.1722	0.08215803	2.14	-4.85023	4.20e-01	escU///ECs4580	secretion system apparatus protein SsaU///secretion system apparatus protein SsaU
1760879_at	0.1723	0.08219587	2.14	-4.8507	7.75e-01	c4532	hypothetical protein
1762311_at	0.1723	0.08220996	2.14	-4.85087	8.40e-01	hybD	hydrogenase 2 maturation endopeptidase
1760099_s_at	0.1723	0.08224644	-2.14	-4.85133	-2.85e-01	yfaX///Z3506///rhmR///ECs3136	transcriptional regulator YfaX///regulator///putative DNA-binding transcriptional regulator for the rhm operon///regulator
1760867_s_at	0.1725	0.08233516	-2.14	-4.85243	-3.80e-01		
1763409_s_at	0.1725	0.08237485	-2.14	-4.85292	-4.80e-01	phnL///ECs5079	phosphonate ABC transporter ATP-binding protein///phosphonate ABC transporter ATP-binding protein
1763904_at	0.1725	0.08237702	-2.14	-4.85295	-2.95e-01	yhdX	amino-acid ABC transporter permease YhdX
1760540_s_at	0.1726	0.08246765	2.14	-4.85408	3.50e-01	ispG///ispG///ispG///ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase///4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase///1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase///4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
1766509_s_at	0.1727	0.08251618	-2.14	-4.85468	-4.65e-01	c5286	hypothetical protein
1763557_x_at	0.1727	0.08253043	2.14	-4.85486	4.55e-01	c1425	hypothetical protein
1765462_at	0.1728	0.08257801	-2.14	-4.85545	-3.20e-01	ykfI	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system
1765778_s_at	0.1728	0.08260528	-2.14	-4.85578	-2.95e-01		
1764278_s_at	0.1728	0.08260528	-2.14	-4.85578	-2.95e-01	yhgE///ECs4244	transport///transport
1767230_s_at	0.1728	0.08263452	2.14	-4.85615	2.80e-01	ypjD///Z3905///ypjD///ECs3474	hypothetical protein///hypothetical protein///cytochrome c assembly protein family inner membrane protein///hypothetical protein
1765405_s_at	0.1728	0.08264916	2.14	-4.85633	5.25e-01	Z3099///Z2115///ECs2963	DNA packaging protein of prophage CP-933U///hypothetical protein///terminase large subunit
1765668_at	0.1728	0.08266374	2.14	-4.85651	3.10e-01	Z0896	hypothetical protein
1760216_s_at	0.1729	0.08272395	-2.14	-4.85725	-4.35e-01		
1764288_s_at	0.1729	0.08276805	2.14	-4.8578	4.40e-01	Z4875///ECs4350	phosphotransferase system enzyme subunit///phosphotransferase system enzyme IIA
1764271_s_at	0.173	0.08283351	-2.14	-4.85861	-2.95e-01	yhiV///mdtF///ECs4394	transport system permease///anaerobic multidrug efflux transporter, ArcA-regulated///transport system permease
1764293_s_at	0.173	0.08283351	-2.14	-4.85861	-2.95e-01	yqjD///yqjD///yqjD///ECs3980	hypothetical protein///hypothetical protein///membrane-anchored ribosome-binding protein///hypothetical protein
1762793_s_at	0.173	0.08286587	2.14	-4.85901	6.30e-01	ECs5479	hypothetical protein
1766612_at	0.1731	0.08297375	-2.13	-4.86034	-3.10e-01	c0339	hypothetical protein
1766188_at	0.1731	0.08297375	2.13	-4.86034	3.10e-01	Z4332	cytotoxin
1765149_s_at	0.1731	0.08297375	2.13	-4.86034	3.10e-01	cysG///cysG	siroheme synthase///fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase
1759069_at	0.1731	0.08298006	2.13	-4.86042	2.85e-01	mrr	methylated adenine and cytosine restriction protein
1763473_s_at	0.1731	0.08299752	-2.13	-4.86063	-2.90e-01	kgtP///kgtP///kgtP///ECs3454	alpha-ketoglutarate transporter///alpha-ketoglutarate transporter///alpha-ketoglutarate transporter///alpha-ketoglutarate transporter
1764526_s_at	0.1731	0.08300413	2.13	-4.86071	3.60e-01	yehQ///ECs2931///ECs1391///ECs3492///ECs1207	hypothetical protein///hypothetical protein///DNA binding protein///hypothetical protein///hypothetical protein
1760472_s_at	0.1731	0.08306172	2.13	-4.86142	2.95e-01	Z1341///ECs1077	hypothetical protein///hypothetical protein
1767956_at	0.1731	0.0830758	2.13	-4.8616	4.40e-01	nhaR	transcriptional activator NhaR
1762755_x_at	0.1731	0.08309041	-2.13	-4.86178	-7.15e-01	c3878	hypothetical protein
1766146_at	0.1731	0.08309042	2.13	-4.86178	5.30e-01	c5041	transport sensor protein
1762468_s_at	0.1732	0.08315736	2.13	-4.8626	3.60e-01	rhlE///rhlE///rhlE///ECs0875	ATP-dependent RNA helicase RhlE///ATP-dependent RNA helicase RhlE///ATP-dependent RNA helicase///ATP-dependent RNA helicase RhlE
1762294_s_at	0.1732	0.08317072	2.13	-4.86277	3.70e-01	yqgA///yqgA///yqgA///ECs3842	hypothetical protein///transporter///DUF554 family putative inner membrane protein///transporter
1759840_at	0.1732	0.08317141	2.13	-4.86277	4.20e-01	ygaM	hypothetical protein
1768311_at	0.1732	0.08319776	2.13	-4.8631	4.10e-01	c3459	selenate reductase subunit YgfN
1767530_s_at	0.1732	0.08322455	-2.13	-4.86343	-2.85e-01		
1766973_s_at	0.1733	0.0833105	2.13	-4.86448	4.05e-01	ycgJ///ycgJ///ycgJ///ECs1671	hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein
1761995_s_at	0.1733	0.08331215	-2.13	-4.8645	-3.05e-01		
1764315_s_at	0.1733	0.08333493	2.13	-4.86478	3.65e-01	ydjF///Z2808///ydjF///ECs2479	transcriptional regulator YdjF///DEOR-type transcriptional regulator///putative DNA-binding transcriptional regulator///DeoR family transcriptional regulator
1765277_s_at	0.1733	0.08335171	-2.13	-4.86499	-2.90e-01	hemG///hemG///hemG///hemG	protoporphyrinogen oxidase///protoporphyrinogen oxidase///protoporphyrin oxidase, flavoprotein///protoporphyrinogen oxidase
1764468_s_at	0.1733	0.08335171	2.13	-4.86499	2.90e-01	lpxC///lpxC///lpxC///lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase///UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase///UDP-3-O-acyl N-acetylglucosamine deacetylase///UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
1768058_s_at	0.1735	0.08346837	-2.13	-4.86642	-3.75e-01	yphG///yphG	hypothetical protein///DUF4380 domain-containing TPR repeat protein
AFFX-BioB-3_at	0.1744	0.08390111	2.13	-4.87171	3.40e-01		
1764334_at	0.1747	0.0840501	2.12	-4.87352	4.40e-01	c4759	transketolase
1762518_s_at	0.1748	0.08411011	-2.12	-4.87425	-3.10e-01	rtcA///c4197///Z4778///ECs4263	RNA 3'-terminal phosphate cyclase///RNA 3'-terminal-phosphate cyclase///RNA 3'-terminal-phosphate cyclase///RNA 3'-terminal-phosphate cyclase
1762299_s_at	0.1749	0.08419644	2.12	-4.8753	3.25e-01	Z0639///ECs0548	hypothetical protein///adhesin
1768430_s_at	0.175	0.08423958	2.12	-4.87583	3.90e-01		
1767634_s_at	0.175	0.08428075	-2.12	-4.87633	-2.80e-01	c1659///dhaR	DNA-binding transcriptional regulator DhaR///dhaKLM operon transcription activator
1765682_s_at	0.1753	0.08443054	2.12	-4.87814	2.95e-01	ECs5470///Z2368	hypothetical protein///hypothetical protein
1760702_s_at	0.1753	0.08447244	-2.12	-4.87865	-6.60e-01		
1763203_s_at	0.1754	0.08452701	-2.12	-4.87931	-3.65e-01		
1762586_at	0.1754	0.08455447	2.12	-4.87964	6.70e-01	c3560	hypothetical protein
1760089_s_at	0.1756	0.08464512	2.12	-4.88073	8.05e-01	yicI///ECs4532	alpha-xylosidase///alpha-xylosidase
1760898_s_at	0.1756	0.08466047	2.12	-4.88092	2.80e-01	ftsW///ftsW///ftsW///ECs0093	cell division protein FtsW///cell division protein FtsW///putative lipid II flippase; integral membrane protein; FtsZ ring stabilizer///cell division protein FtsW
1768172_at	0.1756	0.08466837	2.12	-4.88102	5.85e-01	ompA	outer membrane protein A
1766065_s_at	0.1756	0.08473546	-2.12	-4.88182	-3.55e-01	citC///citC///citC///ECs0657	[citrate (pro-3S)-lyase] ligase///citrate lyase synthetase///citrate lyase ligase; [citrate [pro-3S]-lyase] ligase///[citrate (pro-3S)-lyase] ligase
1762517_at	0.1756	0.08473546	2.12	-4.88182	3.55e-01	ynjF	CDP-alcohol phosphatidyltransferase family inner membrane protein
1760742_s_at	0.1757	0.08480589	2.12	-4.88267	3.05e-01	lldD///lldD///lldD	L-lactate dehydrogenase///L-lactate dehydrogenase, FMN-linked///L-lactate dehydrogenase
1763352_s_at	0.1758	0.08483234	2.12	-4.88299	6.15e-01	Z6047///Z1356///ECs2254///ECs1968///ECs1540///ECs1789	DNAse encoded by cryptic prophage CP-933P///hypothetical protein///Dnase///DNase///Dnase///Dnase
1759114_s_at	0.1758	0.08488591	2.12	-4.88364	2.90e-01	yojL///yojL///apbE///ECs3103	thiamine biosynthesis lipoprotein ApbE///thiamine biosynthesis lipoprotein ApbE///putative thiamine-synthetic flavin transferase lipoprotein///thiamine biosynthesis lipoprotein ApbE
1768968_s_at	0.176	0.0850192	2.12	-4.88524	3.05e-01	mviN///mviN///murJ///ECs1447	virulence factor mviN-like protein///virulence factor///putative lipid II flippase///hypothetical protein
1766716_s_at	0.176	0.08503943	2.12	-4.88548	3.10e-01	nrdG///nrdG///nrdG///nrdG	anaerobic ribonucleotide reductase-activating protein///anaerobic ribonucleotide reductase-activating protein///anaerobic ribonucleotide reductase activating protein///anaerobic ribonucleotide reductase-activating protein
1759615_s_at	0.176	0.08504013	2.12	-4.88549	2.80e-01	murF///murF///murF///murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase///UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase///UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase///UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
1765577_s_at	0.1763	0.08519688	2.11	-4.88737	4.20e-01	rttR///tpr	ncRNA///protamine-like protein
1760584_s_at	0.1763	0.08520839	-2.11	-4.88751	-3.30e-01	c2669///yohF///yohF///ECs3024	hypothetical protein///acetoin dehydrogenase///putative oxidoreductase///acetoin dehydrogenase
1760294_s_at	0.1764	0.0852398	-2.11	-4.88789	-2.90e-01	leuL///leuL///leuL///ECs0079	leu operon leader peptide///leu operon leader peptide///leu operon leader peptide///leu operon leader peptide
1768509_s_at	0.1764	0.08529319	-2.11	-4.88853	-2.80e-01	lasT///lasT///yjtD///ECs5361	RNA methyltransferase///RNA methyltransferase///putative methyltransferase///RNA methyltransferase
1769032_s_at	0.1764	0.08529319	2.11	-4.88853	2.80e-01	ygfJ///ygfJ///mocA///ECs3750	hypothetical protein///hypothetical protein///CTP:molybdopterin cytidylyltransferase///hypothetical protein
1764540_s_at	0.1765	0.08535367	2.11	-4.88925	6.80e-01	c1423///Z3116///ECs2752	hypothetical protein///hypothetical protein///hypothetical protein
1762809_s_at	0.1765	0.08537809	-2.11	-4.88954	-3.60e-01		
1766008_s_at	0.1765	0.0854238	2.11	-4.89009	2.85e-01	ribB///ribB///ribB///ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase///3,4-dihydroxy-2-butanone 4-phosphate synthase///3,4-dihydroxy-2-butanone-4-phosphate synthase///3,4-dihydroxy-2-butanone-4-phosphate synthase
1762909_s_at	0.1765	0.0854238	2.11	-4.89009	2.85e-01	gor///ECs4372	glutathione reductase///glutathione reductase
1759611_s_at	0.1766	0.08546879	2.11	-4.89063	2.75e-01	aroD///aroD///aroD///aroD	3-dehydroquinate dehydratase///3-dehydroquinate dehydratase///3-dehydroquinate dehydratase///3-dehydroquinase
1765528_at	0.1766	0.08547897	2.11	-4.89075	3.90e-01	c1198	hypothetical protein
1760821_at	0.1767	0.08556954	2.11	-4.89183	3.65e-01	imp	organic solvent tolerance protein
1761840_s_at	0.1769	0.08567273	2.11	-4.89306	2.80e-01	Z4191///ECs3727	type III secretion apparatus protein///EivJ
1764359_s_at	0.177	0.08573108	-2.11	-4.89376	-2.75e-01	menA///menA///menA///ECs4857	1,4-dihydroxy-2-naphthoate octaprenyltransferase///1,4-dihydroxy-2-naphthoate octaprenyltransferase///1,4-dihydroxy-2-naphthoate octaprenyltransferase///1,4-dihydroxy-2-naphthoate octaprenyltransferase
1762980_s_at	0.177	0.08576408	2.11	-4.89415	5.95e-01	Z2565///ECs1825	chaperone protein///bfpT-regulated chaperone-like protein
1765293_at	0.177	0.08578023	2.11	-4.89434	3.70e-01	Z6025	hypothetical protein
1767079_at	0.177	0.08582715	2.11	-4.8949	4.85e-01	c2558	mannose-1-phosphate guanylyltransferase
1763825_s_at	0.177	0.08582947	2.11	-4.89493	2.90e-01	mltE///mltE///ECs1687	membrane-bound lytic murein transglycosylase E///murein transglycosylase E///murein transglycosylase E
1762602_s_at	0.177	0.08583248	2.11	-4.89496	4.75e-01	Z2508///Z2507///ECs1864	efflux pump protein///hypothetical protein///multidrug-efflux transport protein
1759535_at	0.177	0.08587219	-2.11	-4.89544	-3.05e-01	papA	PapA protein
1759565_s_at	0.177	0.08588563	-2.11	-4.8956	-4.25e-01	yhcS///qseA///aaeR///ECs4116	DNA-binding transcriptional regulator///QseA///transcriptional regulator for aaeXAB operon///DNA-binding transcriptional regulator
1768347_at	0.177	0.0859122	2.11	-4.89591	2.85e-01	yabI	DedA family inner membrane protein
1762265_s_at	0.177	0.0859122	2.11	-4.89591	2.85e-01	yjfH///yjfH///rlmB///ECs5156	23S rRNA (guanosine-2'-O-)-methyltransferase///23S rRNA (guanosine-2'-O-)-methyltransferase///23S rRNA mG2251 2'-O-ribose methyltransferase, SAM-dependent///23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
1768450_s_at	0.177	0.08593547	-2.11	-4.89619	-4.00e-01		
1759762_s_at	0.177	0.08593547	-2.11	-4.89619	-4.00e-01	insB1///c4498///Z1632///Z1192///ECs1372	pseudo///IS1 protein InsB///IS1 protein InsB///IS1 protein InsB///transposase
1762323_s_at	0.1772	0.08606679	2.11	-4.89775	3.60e-01	hycH///hycH///hycH///ECs3574	formate hydrogenlyase maturation protein hycH///processing of large subunit (HycE) of hydrogenase 3 (part of the FHL complex)///hydrogenase 3 maturation protein///formate hydrogenlyase maturation protein
1764528_at	0.1773	0.08609109	2.11	-4.89804	6.15e-01	yfcS	fimbrial chaperone yfcS
1763449_s_at	0.1773	0.08616438	2.11	-4.8989	4.85e-01	Z3373///ECs3011	hypothetical protein///hypothetical protein
1769090_s_at	0.1773	0.08617865	2.11	-4.89907	2.80e-01	yadH///yadH///yadH///ECs0132	hypothetical protein///hypothetical protein///putative ABC transporter permease///hypothetical protein
1765120_s_at	0.1773	0.08618318	-2.11	-4.89913	-2.90e-01	dppC///dppC	dipeptide transporter///dipeptide/heme ABC transporter permease
1763049_s_at	0.1774	0.08621404	2.10	-4.89949	4.05e-01	artI///artI	arginine-binding periplasmic protein 1///arginine transporter subunit
1762820_s_at	0.1774	0.08626256	2.10	-4.90007	3.25e-01	yphC///ECs3411	Zn-dependent dehydrogenase///hypothetical protein
1762853_at	0.1776	0.08635604	-2.10	-4.90117	-3.50e-01	sgbE	L-ribulose-5-phosphate 4-epimerase
1760871_s_at	0.1776	0.08636506	-2.10	-4.90128	-3.00e-01	kduI///kduI///kduI///ECs3700	5-keto-4-deoxyuronate isomerase///5-keto-4-deoxyuronate isomerase///hexuronate isomerase///5-keto-4-deoxyuronate isomerase
1767607_at	0.1778	0.08647408	2.10	-4.90257	6.90e-01	c3395	hypothetical protein
1759927_s_at	0.1778	0.08649854	-2.10	-4.90285	-3.15e-01	aphA///aphA///aphA///aphA	acid phosphatase/phosphotransferase///acid phosphatase/phosphotransferase///acid phosphatase/phosphotransferase, class B, non-specific///acid phosphatase/phosphotransferase
1764200_s_at	0.1779	0.08660226	-2.10	-4.90408	-3.60e-01	ybjE///ybjE///ybjE///ECs0960	hypothetical protein///surface protein///putative transporter///surface protein
1759862_s_at	0.178	0.08665468	2.10	-4.90469	2.90e-01	artQ///artQ	arginine transporter permease subunit ArtQ///arginine ABC transporter permease
1766711_s_at	0.178	0.08668443	2.10	-4.90505	2.80e-01	rhaA///ECs4830	L-rhamnose isomerase///L-rhamnose isomerase
1765168_s_at	0.178	0.08668443	2.10	-4.90505	2.80e-01	folX///folX///folX///folX	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase///D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase///D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase///D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase
1765735_s_at	0.178	0.08672645	2.10	-4.90554	3.35e-01	Z0347///ECs0310	hypothetical protein///hypothetical protein
1760570_s_at	0.178	0.08673706	2.10	-4.90566	6.40e-01	ECs2976///ECs1202	hypothetical protein///hypothetical protein
1759147_at	0.1783	0.08687414	2.10	-4.90728	6.70e-01	ECs3718	EprI
1765958_at	0.1783	0.08688701	-2.10	-4.90743	-4.75e-01	c3153	outer membrane protein of prophage
